201710;001;00;0000;SS  ;000  ;000;17790;C  ;SFAMREG Holding Course        ;L  ;M  ;0050;0000;0050;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0000                                                                      
201710;001;HH;SW  ;SWRK;506  ;003;13843;C  ;HBSE: Individuals and Families;L  ;M5 ;0020;0000;0020;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;HH;SW  ;SWRK;506  ;004;17364;A  ;HBSE: Individuals and Families;L  ;WC5;0020;0003;0017;09/17/2016;12/17/2016;09:00 am;10:50 am; ; ; ; ; ;S; ;MARSHL;208       ;Graham,Charles E         ;0006;0002                                                                      
201710;001;HH;SW  ;SWRK;506  ;005;17369;A  ;HBSE: Individuals and Families;L  ;M5 ;0020;0003;0017;09/07/2016;12/20/2016;05:30 pm;07:20 pm; ;T; ; ; ; ; ;      ;          ;Colon,Yvette             ;0006;0002                                                                      
201710;001;HH;SW  ;SWRK;507  ;001;14471;C  ;HBSE:Groups,Organiztns,&Commun;L  ;M5 ;0025;0000;0025;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;HH;SW  ;SWRK;507  ;002;16299;A  ;HBSE:Groups,Organiztns,&Commun;L  ;WC5;0025;0012;0013;09/10/2016;12/17/2016;11:00 am;12:40 pm; ; ; ; ; ;S; ;MARSHL;117       ;Bombyk,Marcia            ;0024;0002                                                                      
201710;001;HH;SW  ;SWRK;507  ;003;17334;A  ;HBSE:Groups,Organiztns,&Commun;L  ;M5 ;0025;0018;0007;09/07/2016;12/20/2016;07:30 pm;09:10 pm;M; ; ; ; ; ; ;MARSHL;119       ;Bombyk,Marcia            ;0036;0002                                                                      
201710;003;HH;SW  ;SWRK;511  ;000;16292;A  ;Ethics in Social Work         ;L  ;WC5;0013;0006;0007;09/23/2016;09/23/2016;09:00 am;05:00 pm; ; ; ; ;F; ; ;MARSHL;117       ;Bridge,Tana              ;0006;0001                                                                      
201710;003;HH;SW  ;SWRK;511  ;000;16292;A  ;Ethics in Social Work         ;L  ;WC5;0013;0006;0007;09/24/2016;09/24/2016;01:00 pm;06:00 pm; ; ; ; ; ;S; ;MARSHL;117       ;Bridge,Tana              ;0006;0001                                                                      
201710;001;HH;SW  ;SWRK;545  ;001;14472;C  ;Generalist SW Prct w/Groups   ;L  ;M5 ;0025;0000;0025;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;HH;SW  ;SWRK;545  ;002;16300;A  ;Generalist SW Prct w/Groups   ;L  ;WC5;0025;0012;0013;09/10/2016;12/17/2016;09:00 am;10:40 am; ; ; ; ; ;S; ;MARSHL;117       ;NOT ASSIGNED             ;0024;0002                                                                      
201710;001;HH;SW  ;SWRK;545  ;003;17335;A  ;Generalist SW Prct w/Groups   ;L  ;M5 ;0025;0018;0007;09/07/2016;12/20/2016;05:30 pm;07:10 pm;M; ; ; ; ; ; ;ROOSEV;115       ;Ragg,David M             ;0036;0002                                                                      
201710;001;HH;SW  ;SWRK;547  ;001;16239;A  ;Human Trafficking:Implict SW  ;L  ;M5 ;0013;0011;0002;09/07/2016;12/20/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;ROOSEV;113       ;Manville,David L         ;0033;0003                                                                      
201710;001;HH;SW  ;SWRK;573  ;000;16280;A  ;Child Welfare,Sub Abuse&Addict;DEO;WW5;0013;0013;0000;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;ONLINE;          ;Okagbue-Reaves,Janet     ;0026;0002                                                                      
201710;003;HH;SW  ;SWRK;590  ;000;16301;A  ;Motovational Interviewing     ;L  ;WC5;0025;0017;0008;11/05/2016;11/05/2016;09:00 am;01:00 pm; ; ; ; ; ;S; ;MARSHL;106       ;NOT ASSIGNED             ;0017;0001                                                                      
201710;003;HH;SW  ;SWRK;590  ;000;16301;A  ;Motovational Interviewing     ;L  ;WC5;0025;0017;0008;10/22/2016;10/22/2016;09:00 am;01:00 pm; ; ; ; ; ;S; ;MARSHL;106       ;NOT ASSIGNED             ;0017;0001                                                                      
201710;003;HH;SW  ;SWRK;590  ;000;16301;A  ;Motovational Interviewing     ;L  ;WC5;0025;0017;0008;10/08/2016;10/08/2016;09:00 am;05:00 pm; ; ; ; ; ;S; ;MARSHL;106       ;NOT ASSIGNED             ;0017;0001                                                                      
201710;001;HH;SW  ;SWRK;591  ;001;15493;C  ;SWRK Prac in Integ Health Care;L  ;M5 ;0008;0000;0008;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;HH;SW  ;SWRK;591  ;002;16237;C  ;Intro to End of Life Care     ;L  ;M5 ;0006;0000;0006;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;HH;SW  ;SWRK;592  ;001;17725;A  ;Intro to End of Life Care     ;L  ;M5 ;0013;0006;0007;09/07/2016;12/20/2016;05:30 pm;08:10 pm;M; ; ; ; ; ; ;      ;          ;Wladkowski,Stephanie P   ;0018;0003                                                                      
201710;001;HH;SW  ;SWRK;592  ;002;17724;A  ;Prac in Integrated Health Care;L  ;M5 ;0025;0007;0018;09/07/2016;12/20/2016;05:30 pm;08:10 pm; ; ; ;R; ; ; ;MARSHL;208       ;Colon,Yvette             ;0021;0003                                                                      
201710;001;HH;SW  ;SWRK;597  ;000;10525;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
201710;001;HH;SW  ;SWRK;597  ;001;11118;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
201710;001;HH;SW  ;SWRK;598  ;000;10526;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;HH;SW  ;SWRK;598  ;001;10527;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;HH;SW  ;SWRK;598  ;002;10528;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;HH;SW  ;SWRK;599  ;000;10529;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;HH;SW  ;SWRK;599  ;001;10535;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;HH;SW  ;SWRK;599  ;002;10536;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;HH;SW  ;SWRK;610  ;001;12598;A  ;Empwrmnt:Socl Justce&Socl Chng;L  ;M5 ;0025;0010;0015;09/07/2016;12/20/2016;05:30 pm;07:10 pm; ; ; ;R; ; ; ;MARSHL;113       ;NOT ASSIGNED             ;0020;0002                                                                      
201710;001;HH;SW  ;SWRK;610  ;002;16302;C  ;Empwrmnt:Socl Justce&Socl Chng;L  ;WC5;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;HH;SW  ;SWRK;610  ;003;16303;C  ;Empwrmnt:Socl Justce&Socl Chng;L  ;WC5;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0002                                                                      
201710;001;HH;SW  ;SWRK;610  ;006;13712;A  ;Empwrmnt:Socl Justce&Socl Chng;L  ;M5 ;0025;0010;0015;09/07/2016;12/20/2016;05:30 pm;07:10 pm; ; ; ;R; ; ; ;MARSHL;115       ;Rall,Ann P               ;0020;0002                                                                      
201710;001;HH;SW  ;SWRK;610  ;007;17365;A  ;Empwrmnt:Socl Justce&Socl Chng;L  ;WC5;0025;0015;0010;09/10/2016;12/17/2016;09:00 am;10:40 am; ; ; ; ; ;S; ;MARSHL;103       ;Rall,Ann P               ;0030;0002                                                                      
201710;001;HH;SW  ;SWRK;610  ;008;17366;A  ;Empwrmnt:Socl Justce&Socl Chng;L  ;WC5;0025;0005;0020;09/10/2016;12/17/2016;09:00 am;10:40 am; ; ; ; ; ;S; ;PORTER;221       ;NOT ASSIGNED             ;0010;0002                                                                      
201710;001;HH;SW  ;SWRK;623  ;000;12441;A  ;Psychosocial Aspects of Aging ;L  ;M5 ;0013;0002;0011;09/07/2016;12/20/2016;05:30 pm;08:10 pm; ; ;W; ; ; ; ;MARSHL;117       ;Wladkowski,Stephanie P   ;0006;0003                                                                      
201710;001;HH;SW  ;SWRK;632  ;001;16238;A  ;SW Pract w/Military Families  ;L  ;M5 ;0025;0013;0012;09/07/2016;12/20/2016;05:30 pm;07:10 pm;M; ; ; ; ; ; ;MARSHL;119       ;NOT ASSIGNED             ;0026;0002                                                                      
201710;001;HH;SW  ;SWRK;633  ;001;15116;A  ;Research Mthds Agen Base Pract;HLE;M5 ;0025;0012;0013;09/07/2016;12/20/2016;05:30 pm;08:10 pm; ; ; ;R; ; ; ;MARSHL;117       ;NOT ASSIGNED             ;0036;0003                                                                      
201710;001;HH;SW  ;SWRK;643  ;001;12807;A  ;Families in the Social Evironm;L  ;M5 ;0025;0011;0014;09/07/2016;12/20/2016;05:30 pm;08:10 pm; ; ;W; ; ; ; ;MARSHL;208       ;Davis,Laura F            ;0033;0003                                                                      
201710;001;HH;SW  ;SWRK;643  ;002;16304;C  ;Families in the Social Evironm;L  ;WC5;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;HH;SW  ;SWRK;643  ;003;17367;A  ;Families in the Social Evironm;L  ;WC5;0025;0010;0015;09/10/2016;12/17/2016;11:30 am;02:10 pm; ; ; ; ; ;S; ;MARSHL;208       ;NOT ASSIGNED             ;0030;0003                                                                      
201710;001;HH;SW  ;SWRK;653  ;001;13297;A  ;Dynmcs&Prctc:Chem Depend Srvcs;L  ;M5 ;0025;0009;0016;09/07/2016;12/20/2016;05:30 pm;08:10 pm; ; ;W; ; ; ; ;PORTER;300BC     ;Okagbue-Reaves,Janet     ;0027;0003                                                                      
201710;001;HH;SW  ;SWRK;653  ;002;16305;C  ;Dynmcs&Prctc:Chem Depend Srvcs;L  ;WC5;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0003                                                                      
201710;001;HH;SW  ;SWRK;653  ;003;17368;A  ;Dynmcs&Prctc:Chem Depend Srvcs;L  ;WC5;0025;0008;0017;09/10/2016;12/17/2016;11:30 am;02:10 pm; ; ; ; ; ;S; ;PORTER;222       ;NOT ASSIGNED             ;0024;0003                                                                      
201710;001;HH;SW  ;SWRK;660  ;002;15494;A  ;Community Building            ;L  ;M5 ;0025;0002;0023;09/07/2016;12/20/2016;05:30 pm;07:10 pm; ;T; ; ; ; ; ;ROOSEV;117       ;Bombyk,Marcia            ;0004;0002                                                                      
201710;001;HH;SW  ;SWRK;695  ;001;15470;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0014;0001;11/15/2016;11/15/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;MARSHL;201       ;Davis,Laura F            ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;001;15470;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0014;0001;12/13/2016;12/13/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;MARSHL;201       ;Davis,Laura F            ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;001;15470;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0014;0001;11/29/2016;11/29/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;MARSHL;201       ;Davis,Laura F            ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;001;15470;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0014;0001;11/01/2016;11/01/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;MARSHL;201       ;Davis,Laura F            ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;001;15470;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0014;0001;10/18/2016;10/18/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;MARSHL;201       ;Davis,Laura F            ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;001;15470;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0014;0001;10/04/2016;10/04/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;MARSHL;201       ;Davis,Laura F            ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;001;15470;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0014;0001;09/13/2016;09/13/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;MARSHL;201       ;Davis,Laura F            ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;001;15470;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0014;0001;09/27/2016;09/27/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;MARSHL;201       ;Davis,Laura F            ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;001;15470;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0014;0001;09/20/2016;09/20/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;MARSHL;201       ;Davis,Laura F            ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;002;15477;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0009;0006;10/04/2016;10/04/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Saldanha,Kennedy A       ;0036;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;002;15477;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0009;0006;09/27/2016;09/27/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Saldanha,Kennedy A       ;0036;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;002;15477;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0009;0006;09/20/2016;09/20/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Saldanha,Kennedy A       ;0036;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;002;15477;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0009;0006;09/13/2016;09/13/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Saldanha,Kennedy A       ;0036;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;002;15477;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0009;0006;10/18/2016;10/18/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Saldanha,Kennedy A       ;0036;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;002;15477;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0009;0006;11/29/2016;11/29/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Saldanha,Kennedy A       ;0036;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;002;15477;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0009;0006;11/15/2016;11/15/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Saldanha,Kennedy A       ;0036;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;002;15477;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0009;0006;11/01/2016;11/01/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Saldanha,Kennedy A       ;0036;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;002;15477;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0009;0006;12/13/2016;12/13/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Saldanha,Kennedy A       ;0036;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;003;15478;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0015;0000;10/04/2016;10/04/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Gray,Sylvia S            ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;003;15478;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0015;0000;09/27/2016;09/27/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Gray,Sylvia S            ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;003;15478;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0015;0000;09/20/2016;09/20/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Gray,Sylvia S            ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;003;15478;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0015;0000;09/13/2016;09/13/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Gray,Sylvia S            ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;003;15478;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0015;0000;11/01/2016;11/01/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Gray,Sylvia S            ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;003;15478;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0015;0000;12/13/2016;12/13/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Gray,Sylvia S            ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;003;15478;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0015;0000;11/29/2016;11/29/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Gray,Sylvia S            ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;003;15478;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0015;0000;10/18/2016;10/18/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Gray,Sylvia S            ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;003;15478;A  ;Advanced Field Practice I     ;L  ;M5 ;0015;0015;0000;11/15/2016;11/15/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Gray,Sylvia S            ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;004;15479;A  ;Advanced Field Practice I     ;L  ;M5 ;0014;0014;0000;10/18/2016;10/18/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Bridge,Tana              ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;004;15479;A  ;Advanced Field Practice I     ;L  ;M5 ;0014;0014;0000;10/04/2016;10/04/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Bridge,Tana              ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;004;15479;A  ;Advanced Field Practice I     ;L  ;M5 ;0014;0014;0000;09/27/2016;09/27/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Bridge,Tana              ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;004;15479;A  ;Advanced Field Practice I     ;L  ;M5 ;0014;0014;0000;09/20/2016;09/20/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Bridge,Tana              ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;004;15479;A  ;Advanced Field Practice I     ;L  ;M5 ;0014;0014;0000;12/13/2016;12/13/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Bridge,Tana              ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;004;15479;A  ;Advanced Field Practice I     ;L  ;M5 ;0014;0014;0000;11/01/2016;11/01/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Bridge,Tana              ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;004;15479;A  ;Advanced Field Practice I     ;L  ;M5 ;0014;0014;0000;11/15/2016;11/15/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Bridge,Tana              ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;004;15479;A  ;Advanced Field Practice I     ;L  ;M5 ;0014;0014;0000;11/29/2016;11/29/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Bridge,Tana              ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;004;15479;A  ;Advanced Field Practice I     ;L  ;M5 ;0014;0014;0000;09/13/2016;09/13/2016;05:30 pm;08:10 pm; ;T; ; ; ; ; ;      ;          ;Bridge,Tana              ;0056;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;005;16306;C  ;Advanced Field Practice I     ;L  ;WC5;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;006;17792;C  ;Advanced Field Practice I     ;L  ;WC5;0000;0000;0000;          ;          ;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;007;17796;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0015;0000;12/10/2016;12/10/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;MARSHL;201       ;Martinez,Laura M         ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;007;17796;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0015;0000;11/12/2016;11/12/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;MARSHL;201       ;Martinez,Laura M         ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;007;17796;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0015;0000;12/03/2016;12/03/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;MARSHL;201       ;Martinez,Laura M         ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;007;17796;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0015;0000;10/29/2016;10/29/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;MARSHL;201       ;Martinez,Laura M         ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;007;17796;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0015;0000;10/15/2016;10/15/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;MARSHL;201       ;Martinez,Laura M         ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;007;17796;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0015;0000;10/01/2016;10/01/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;MARSHL;201       ;Martinez,Laura M         ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;007;17796;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0015;0000;09/24/2016;09/24/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;MARSHL;201       ;Martinez,Laura M         ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;007;17796;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0015;0000;09/17/2016;09/17/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;MARSHL;201       ;Martinez,Laura M         ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;007;17796;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0015;0000;09/10/2016;09/10/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;MARSHL;201       ;Martinez,Laura M         ;0060;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;008;17797;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0003;0012;12/03/2016;12/03/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;      ;          ;NOT ASSIGNED             ;0012;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;008;17797;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0003;0012;12/10/2016;12/10/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;      ;          ;NOT ASSIGNED             ;0012;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;008;17797;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0003;0012;11/12/2016;11/12/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;      ;          ;NOT ASSIGNED             ;0012;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;008;17797;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0003;0012;10/29/2016;10/29/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;      ;          ;NOT ASSIGNED             ;0012;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;008;17797;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0003;0012;09/10/2016;09/10/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;      ;          ;NOT ASSIGNED             ;0012;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;008;17797;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0003;0012;10/01/2016;10/01/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;      ;          ;NOT ASSIGNED             ;0012;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;008;17797;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0003;0012;09/24/2016;09/24/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;      ;          ;NOT ASSIGNED             ;0012;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;008;17797;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0003;0012;09/17/2016;09/17/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;      ;          ;NOT ASSIGNED             ;0012;0004                                                                      
201710;001;HH;SW  ;SWRK;695  ;008;17797;A  ;Advanced Field Practice I     ;L  ;WC5;0015;0003;0012;10/15/2016;10/15/2016;09:00 am;11:40 am; ; ; ; ; ;S; ;      ;          ;NOT ASSIGNED             ;0012;0004                                                                      
201710;001;HH;SW  ;SWRK;697  ;000;10538;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
201710;001;HH;SW  ;SWRK;697  ;001;10539;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
201710;001;HH;SW  ;SWRK;697  ;002;10540;A  ;Independent Study             ;IST;M5 ;0001;0000;0001;09/07/2016;12/20/2016;12:00 am;12:00 am; ; ; ; ; ; ; ;      ;          ;NOT ASSIGNED             ;0000;0001                                                                      
